"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101"
"136",703,824,1133,1556,2130,3278,4720,6510,8894,11304,13959,16611,19510,22615,25895,29119,32237,35484,38707,41676,44813,47715,50470,53213,55799,58296,60350,62360,64276,66072,67428,68622,69902,70986,72046,72984,73735,74413,74980,75627,75966,76482,76784,77061,77202,77497,77601,77807,77917,78026,78086,78226,78314,78381,78407,78434,78474,78521,78563,78709,78732,78759,78783,78805,78829,78851,78863,78881,78893,78911,78925,78970,78974,78979,78987,78998,79040,79043,79049,79052,79060,79067,79074,79081,79087,79096,79110,79124,79132,79145,79153,79168,79182,79196,79215,79223,79239,79257,79269,79282,79294
"137",91,130,287,752,1882,3618,5798,8518,11425,14646,17977,21346,24819,28342,31866,35423,38769,41949,45138,48111,50916,53559,55967,58228,60270,62278,64071,65725,67052,68269,69448,70464,71341,72134,72892,73533,74078,74536,75017,75490,75843,76216,76515,76790,77077,77317,77509,77701,77876,78047,78174,78314,78431,78533,78663,78793,78854,78932,79010,79061,79119,79168,79220,79256,79279,79314,79326,79341,79354,79363,79368,79386,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"138",210,251,467,948,1925,3440,5382,7847,10569,13670,16876,20213,23651,27279,30967,34543,38197,41791,45222,48386,51288,54063,56807,59214,61394,63216,64964,66424,67810,69173,70358,71472,72309,73154,73829,74346,74928,75369,75819,76252,76593,76878,77225,77442,77689,77852,78104,78261,78438,78551,78700,78814,78887,79007,79082,79150,79181,79224,79269,79286,79319,79347,79375,79379,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"139",378,430,607,893,1704,2968,4703,6704,9150,11741,14682,17785,21015,24259,27644,31154,34575,37782,40945,43963,46783,49575,51895,54154,56256,58313,59882,61315,62606,63873,64978,66044,66946,67789,68479,69164,69656,70257,70741,71277,71808,72290,72688,73058,73462,73842,74212,74529,74867,75197,75496,75756,75972,76193,76381,76623,76885,77101,77288,77480,77685,77825,77949,78053,78190,78280,78358,78443,78536,78662,78750,78793,78846,78921,79009,79047,79082,79141,79173,79206,79239,79263,79287,79309,79317,79326,79334,79367,79368,79371,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"140",435,456,717,1329,2493,4257,6633,9355,12272,15597,19057,22622,26528,30303,34246,38276,42082,45767,49476,52665,55691,58672,61188,63545,65334,66979,68492,69872,70915,72037,72853,73716,74366,74958,75403,75880,76333,76657,76917,77230,77456,77754,77916,78092,78334,78456,78554,78662,78752,78856,78909,78967,79093,79131,79181,79209,79275,79320,79334,79346,79357,79360,79365,79369,79370,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"141",820,881,1175,1579,2576,4129,6164,8701,11458,14474,17891,21321,24895,28441,32058,35695,39276,42917,46197,49717,52863,55713,58413,60770,62562,64648,66264,67925,69279,70593,71717,72900,73801,74378,75022,75628,76108,76643,77058,77438,77669,77842,78051,78236,78335,78462,78675,78746,78808,78858,78993,79039,79079,79111,79172,79236,79289,79299,79305,79353,79355,79358,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"142",741,752,931,1218,1990,3147,4773,6682,9041,11504,14157,17087,20159,23343,26504,29535,32583,35746,39016,42313,45324,48072,50767,53302,55822,58132,60160,62151,63809,65173,66462,68013,69145,70170,70909,71791,72610,73121,73835,74375,74925,75277,75774,76128,76535,76794,77045,77286,77433,77655,77812,77943,78076,78272,78376,78439,78494,78549,78628,78666,78855,78913,78974,78985,79038,79051,79072,79081,79093,79146,79159,79167,79180,79194,79206,79223,79233,79249,79262,79284,79297,79312,79321,79333,79339,79346,79351,79356,79359,79361,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"143",171,180,251,542,1347,2665,4453,6654,9195,12120,15158,18210,21419,24863,28149,31524,34972,38406,41787,45027,48237,51224,54149,57112,59388,61694,63649,65384,67030,68386,69560,70669,71585,72375,73157,73841,74484,75153,75493,75908,76284,76516,76776,76959,77141,77308,77444,77538,77646,77757,77875,77955,78067,78161,78212,78249,78307,78379,78427,78484,78542,78647,78707,78768,78816,78879,78937,78981,79027,79075,79115,79145,79169,79191,79240,79275,79293,79318,79351,79357,79366,79370,79375,79380,79380,79381,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"144",351,415,494,784,1794,3308,5303,7698,10548,13640,16815,20166,23496,26845,30369,33677,37110,40474,43526,46566,49317,52029,54479,57223,59471,61543,63428,65002,66495,67860,68994,70132,71109,71878,72725,73492,74135,74710,75373,75812,76344,76752,77067,77293,77616,77854,78069,78260,78390,78476,78569,78713,78786,78895,78978,79050,79118,79179,79218,79240,79270,79311,79321,79330,79336,79339,79342,79373,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"145",120,145,210,483,1189,2467,4215,6411,8849,11585,14470,17529,20595,23730,26984,30242,33519,36670,39871,43015,45966,49018,51762,54314,56829,59144,61192,63002,64810,66330,67618,68915,70004,70964,71852,72682,73361,73963,74542,75079,75605,76027,76479,76812,77084,77313,77563,77750,77908,78075,78260,78388,78529,78633,78728,78795,78832,78903,78958,78990,79028,79054,79073,79097,79135,79165,79184,79203,79222,79256,79274,79290,79307,79319,79336,79345,79353,79360,79370,79374,79378,79382,79383,79384,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"146",210,233,279,555,1331,2754,4633,6998,9625,12460,15504,18701,21969,25244,28756,32049,35472,38765,42106,45179,48183,51009,53607,56024,58382,60624,62489,64304,65979,67418,68612,69801,70812,71686,72578,73335,74029,74586,75120,75580,76015,76414,76700,76983,77304,77456,77623,77784,77966,78130,78220,78351,78444,78516,78586,78693,78776,78840,78923,78998,79048,79102,79140,79176,79210,79257,79282,79298,79312,79340,79371,79376,79378,79378,79379,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"147",741,762,852,1164,2072,3447,5394,7578,10023,12671,15583,18709,22077,25143,28491,31845,35269,38418,41660,44687,47487,50108,52693,55156,57247,59405,61390,63237,65043,66245,67510,68611,69649,70625,71556,72472,73396,74131,74960,75534,75959,76345,76668,77003,77257,77603,77881,78091,78258,78455,78557,78643,78717,78797,78866,78921,78935,79030,79083,79096,79148,79155,79174,79183,79204,79223,79237,79248,79267,79287,79299,79319,79331,79339,79350,79356,79359,79360,79361,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"148",1275,1286,1372,1771,2594,3894,5792,7890,10551,13253,16272,19550,22833,26252,29994,33526,37498,40436,43515,47030,50297,52790,55942,58357,60484,62288,63930,65574,66801,68405,69681,70641,71542,72564,73510,74154,74707,75459,75943,76486,76877,77341,77567,77870,77996,78185,78371,78580,78787,78973,79111,79137,79169,79197,79268,79280,79292,79296,79297,79349,79349,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"149",496,511,564,934,1702,2943,4696,6852,9389,12187,15134,18187,21362,24585,28031,31341,34522,38215,41470,44564,47533,50380,53130,55526,57686,59609,61471,63270,64883,66299,67514,68523,69534,70532,71412,72249,72919,73655,74264,74861,75225,75648,76084,76525,76793,77148,77368,77544,77702,77860,78027,78223,78330,78497,78593,78676,78787,78894,78934,78972,79004,79077,79100,79120,79142,79203,79222,79246,79259,79275,79291,79303,79349,79357,79364,79366,79368,79368,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"150",903,919,1052,1341,1952,3070,4537,6505,8676,11132,13870,16748,19777,22724,26046,29344,32780,35872,39152,42075,44957,47884,50605,53086,55934,58261,60295,62087,63690,65502,66997,68390,69855,70747,71810,72707,73475,74280,75032,75516,75883,76240,76807,77064,77341,77608,77922,78088,78299,78485,78626,78719,78883,78964,78998,79023,79047,79081,79142,79160,79184,79211,79226,79241,79258,79271,79283,79289,79341,79349,79352,79354,79357,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"151",378,411,471,669,1359,2465,4131,6180,8357,10786,13514,16382,19478,22419,25495,28670,31651,34724,38060,41003,44071,46874,49649,52175,54578,56694,58680,60445,62283,63829,65320,66732,67843,68968,69989,71114,71955,72763,73469,74194,74759,75246,75715,76119,76419,76780,77183,77371,77540,77827,78065,78238,78332,78412,78536,78625,78725,78772,78834,78903,78963,78992,79024,79056,79085,79142,79189,79208,79237,79252,79268,79281,79299,79339,79346,79355,79365,79368,79370,79371,79371,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"152",990,1045,1076,1289,1807,2680,4102,5952,7860,10152,12744,15427,18133,20956,23815,27075,30069,32958,35926,39092,42215,45160,47692,50023,52616,54786,56848,58685,60658,62428,63989,65596,66842,67964,69220,70413,71259,72096,72994,73748,74466,74981,75575,76066,76510,76785,77340,77579,77868,78048,78312,78559,78747,78822,78957,79031,79107,79169,79185,79242,79293,79299,79304,79307,79354,79354,79355,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"153",861,881,929,1203,1930,3065,4624,6442,8748,11267,13916,16875,19770,22944,26164,29366,32734,36119,39146,42507,45680,48506,51184,53823,56455,58479,60839,62630,64149,65431,66814,68086,69139,70426,71228,72018,72964,73709,74255,74838,75319,75638,76099,76547,76821,77082,77265,77512,77686,77787,77921,78023,78223,78321,78413,78447,78573,78619,78651,78669,78708,78726,78791,78808,78908,78929,78943,78956,78971,78986,79003,79023,79045,79055,79073,79083,79101,79115,79129,79183,79199,79208,79224,79232,79251,79270,79283,79295,79308,79319,79331,79341,79348,79350,79357,79357,79358,79358,79401,79401,79401
"154",1176,1248,1471,1919,2990,4389,5810,7708,9765,11948,14360,17278,20097,23347,26515,30400,33523,36989,40371,43420,46165,48807,51037,53694,56078,58358,60184,62178,64020,65273,66839,68084,69053,70219,71256,72114,72891,73537,74034,74623,75276,75683,76128,76528,76827,77091,77299,77517,77848,78024,78134,78365,78542,78618,78733,78781,78873,79009,79133,79199,79205,79219,79232,79292,79307,79322,79330,79340,79347,79348,79350,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"155",1891,1898,2129,2630,3490,4643,6300,8258,10295,12938,15446,17955,21003,23678,27140,30624,33964,37444,40867,44281,47315,49935,52735,55065,57315,59805,61627,63395,64732,66047,67554,69258,70563,71517,72368,72990,73536,74207,74705,75173,75567,76129,76428,76761,77029,77272,77444,77765,77903,78143,78305,78462,78661,78783,79017,79046,79130,79267,79271,79337,79338,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"156",561,696,812,1121,1810,2927,4360,6177,8201,10386,12916,15568,18331,21208,24422,27995,31190,34180,37204,40204,43189,46152,49065,51651,54161,56696,58742,60648,62346,64016,65613,67148,68508,69568,70639,71544,72477,73258,74027,74657,75191,75837,76431,76778,77130,77483,77804,78081,78302,78442,78529,78725,78813,78932,78970,79104,79167,79181,79205,79224,79306,79324,79341,79351,79359,79361,79363,79363,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"157",528,537,591,812,1555,2938,4744,7047,9661,12594,15870,19277,22907,26576,30084,33795,37418,41112,44389,47660,50859,53708,56599,59011,61298,63402,65196,66987,68515,69685,70921,71705,72407,73462,74311,74939,75360,75803,76406,76707,76975,77164,77404,77714,77928,78056,78218,78348,78520,78628,78722,78816,78872,78953,78994,79096,79121,79177,79206,79230,79248,79287,79334,79341,79347,79354,79359,79362,79365,79367,79367,79367,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"158",861,914,1048,1319,1971,3021,4399,6158,8090,10381,12826,15405,18331,21105,23907,26831,29683,32812,36077,38859,41744,44448,47186,49685,51809,54247,56218,58045,59887,61505,62903,64303,65591,66876,67839,68681,69447,70172,71252,71913,72655,73507,73940,74537,75085,75499,75927,76291,76588,76893,77204,77390,77708,77889,78016,78126,78317,78455,78509,78546,78663,78738,78805,78868,78940,79002,79019,79032,79046,79057,79065,79080,79092,79147,79155,79160,79174,79188,79194,79207,79217,79231,79243,79263,79271,79282,79298,79314,79326,79336,79344,79348,79353,79355,79357,79401,79401,79401,79401,79401,79401
"159",820,916,1026,1299,1936,2971,4338,6037,7918,10179,12351,15076,17703,20216,22983,25968,29029,32215,35195,38460,41830,44805,47506,50454,53125,55641,57675,59452,61382,63113,64468,65924,67276,68365,69466,70530,71469,72566,73391,74213,74828,75354,75859,76202,76662,76856,77226,77515,77789,77919,78090,78202,78307,78444,78488,78599,78703,78812,78874,78888,78908,78921,78938,78962,78980,78993,78999,79011,79016,79021,79068,79078,79082,79089,79091,79097,79106,79115,79126,79133,79143,79158,79166,79180,79191,79200,79213,79228,79242,79256,79270,79288,79301,79312,79324,79340,79347,79352,79354,79356,79358
"160",351,442,564,855,1492,2478,3912,5612,7558,9690,12096,14700,17581,20487,23629,26619,29554,32446,35590,38601,41401,44359,47058,49656,52095,54550,56410,58357,60148,61784,63358,64832,66100,67340,68685,69731,70695,71637,72372,73062,73729,74372,74903,75474,75944,76295,76609,76891,77152,77381,77684,77895,78032,78188,78466,78557,78615,78729,78780,78824,78888,78928,78983,79005,79052,79068,79106,79118,79127,79135,79173,79187,79204,79220,79236,79245,79251,79259,79274,79287,79302,79319,79328,79342,79352,79359,79361,79366,79370,79373,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"161",561,599,672,824,1292,2201,3444,4983,6839,8998,11221,13685,16199,18894,21724,24595,27556,30483,33368,36046,38943,41692,44432,46820,49366,51800,53989,55885,57771,59632,61194,62641,63907,65061,66387,67575,68725,69701,70644,71545,72367,72924,73530,73952,74456,74979,75403,75803,76166,76421,76714,77041,77232,77346,77461,77553,77772,77965,78044,78148,78260,78348,78432,78479,78562,78604,78684,78718,78755,78786,78822,78886,78920,78981,79013,79040,79065,79093,79107,79119,79129,79213,79224,79236,79241,79255,79269,79277,79290,79299,79310,79322,79328,79345,79354,79363,79364,79364,79366,79401,79401
"162",528,567,636,846,1370,2324,3626,5373,7376,9588,12077,14711,17311,20348,23516,26761,29666,32615,35597,38765,41669,44325,46907,49339,51632,53935,55931,57741,59654,61331,62844,64410,65969,67465,68558,69685,70587,71493,72442,73182,74040,74610,75090,75762,76193,76530,77014,77445,77675,77954,78138,78337,78454,78605,78795,78896,78915,78931,79013,79094,79109,79124,79212,79223,79239,79252,79266,79282,79287,79299,79308,79320,79340,79347,79357,79363,79364,79366,79367,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"163",253,301,368,496,994,1954,3296,5034,6995,9167,11572,13934,16382,19005,21684,24245,26897,29506,32027,34680,37068,39514,42049,44341,46457,48643,50674,52655,54277,55969,57467,58968,60394,61666,62977,64147,65295,66430,67433,68511,69378,70221,71076,71762,72420,73077,73647,74242,74809,75173,75602,76037,76411,76671,76944,77189,77434,77675,77869,78014,78136,78303,78437,78494,78589,78685,78818,78856,78902,78972,79025,79062,79082,79107,79123,79163,79181,79201,79244,79276,79291,79308,79326,79333,79346,79354,79359,79365,79370,79373,79373,79374,79376,79401,79401,79401,79401,79401,79401,79401,79401
"164",276,326,354,511,952,1736,2866,4388,6155,8329,10594,13113,15730,18398,21179,24036,26960,29886,32612,35330,37898,40531,43260,45863,48272,50417,52590,54723,56678,58482,60119,61686,63136,64484,65653,66722,67858,68965,69763,70571,71344,72100,72732,73264,73794,74397,74858,75362,75713,76013,76268,76502,76844,77111,77338,77582,77767,77924,78087,78198,78283,78389,78510,78616,78655,78703,78772,78876,78942,78971,78988,79035,79088,79105,79123,79141,79178,79189,79228,79236,79249,79260,79272,79280,79295,79321,79334,79346,79352,79358,79364,79368,79372,79374,79374,79375,79401,79401,79401,79401,79401
"165",496,496,538,677,1098,1970,3106,4590,6305,8171,10392,12690,15271,17706,20176,22583,25133,27771,30389,32980,35871,38601,41170,43470,45681,47848,50038,51976,53988,55892,57570,59214,60673,62078,63446,64662,65882,67064,68156,69223,69971,70752,71462,72153,72799,73487,74141,74752,75315,75674,76124,76489,76785,77091,77306,77521,77761,77961,78068,78222,78344,78452,78526,78555,78589,78637,78727,78784,78809,78856,78870,78927,78984,78995,79011,79030,79064,79087,79109,79136,79171,79197,79225,79246,79265,79286,79300,79310,79318,79325,79360,79365,79367,79368,79368,79401,79401,79401,79401,79401,79401
"166",351,410,452,657,1102,1924,3084,4553,6173,8111,10159,12309,14563,17064,19510,22063,24803,27357,29958,32545,34963,37519,39988,42480,44784,47080,49208,51448,53434,55335,56886,58534,60060,61434,62679,63900,65107,66252,67251,68225,69090,70015,70867,71612,72359,73085,73608,74102,74459,74847,75184,75639,75968,76311,76611,76795,77012,77224,77444,77599,77788,77931,78051,78150,78244,78299,78351,78462,78544,78620,78710,78766,78819,78891,78964,78987,79013,79036,79058,79075,79112,79130,79140,79180,79217,79225,79232,79239,79246,79257,79277,79296,79310,79331,79340,79347,79355,79364,79368,79369,79371
